source_index,proposition_id,house,type,number,year,title,old_severity,old_structural_type,old_assessments,issues,action,proposed
257,alrs:disp-e-sobre-a-garantia-de-exa,alrs,pl,1,2026,Dispõe sobre a garantia de exames genéticos e procedimentos de saúde para mulheres de alto risco de câncer de mama e ovário no Estado do Rio Grande do Sul e dá outras providências. (SEI 13012-0100/23-0),3,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:3->2,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|370|2023"", ""severity"": 2, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
258,alrs:cria-a-gratifica-o-pelo-exerc,alrs,pl,1,2026,Cria a Gratificação pelo exercício da função de Secretário-Geral da Diretoria das Promotorias de Justiça.(SEI 5377.0100/20-2),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
259,alrs:altera-a-lei-n-11-126-de-9-d,alrs,pl,1,2026,"Altera a Lei nº 11.126, de 9 de fevereiro de 1998, que implanta Plano de Desenvolvimento e Valorização do Ensino Público Estadual, dispõe sobre mecanismos de parceria e colaboração, institui Programa de Avaliação da Produtividade Docente, dispõe sobre vencimento e dá outras providências; e altera a Lei nº 6.672, de 22 de abril de 1974, que dispõe sobre o Estatuto e Plano de Carreira do Magistério",3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
260,alrs:estabelece-diretrizes-para-a-c,alrs,pl,1,2026,"Estabelece diretrizes para a criação do “Protocolo Não se Cale RS”  de enfrentamento e apoio às mulheres e meninas, vítimas de violência sexual ou assédio em estabelecimentos de lazer no âmbito do Estado do Rio Grande do Sul e dá outras providências. (SEI 3635-01.00/23-4)(Tramitação Conjunta com o PL 223/19)",4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|43|2023"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
261,alrs:altera-a-lei-n-15-223-de-5-d,alrs,pl,1,2026,"Altera a Lei nº 15.223, de 5 de setembro de 2018, que institui a Política Estadual de Desenvolvimento Sustentável da Pesca no Estado do Rio Grande do Sul e cria o Fundo Estadual da Pesca. (SEI 11616-0100/22-7)",3,budgetary,"[{""group"": ""saude_usuarios_sus"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:saude_usuarios_sus | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
262,alrs:altera-a-resolu-o-n-3-046-,alrs,pl,1,2026,"Altera a Resolução n.º 3.046, de 27 de outubro de 2009, que institui o Prêmio Jovem Cientista a ser conferido, anualmente, pela Assembleia Legislativa do Estado do Rio Grande do Sul. (SEI 17767-01.00/23-9)",4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
263,alrs:altera-a-lei-n-15-516-de-8-d,alrs,pl,1,2026,"Altera a Lei nº 15.516, de 8 de setembro de 2020, que estabelece o Plano de Cargos, Carreiras e Salários – PCCS – no Quadro de Pessoal de Provimento Efetivo dos Serviços Auxiliares do Ministério Público do Estado do Rio Grande do Sul; a Lei nº 11.332, de 07 de junho de 1999, que dispõe sobre as atribuições dos cargos em comissão e funções gratificadas da Procuradoria-Geral de Justiça; e a Lei nº 9",3,structural,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
264,alrs:altera-a-lei-n-7-877-de-28-d,alrs,pl,1,2026,"Altera a Lei nº 7.877, de 28 de dezembro de 1983, que dispõe sobre o Transporte de Cargas Perigosas no Estado do Rio Grande do Sul e dá outras providências. (SEI 15122-0100/23-4)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
265,alrs:disp-e-sobre-o-processo-admini,alrs,pl,1,2026,Dispõe sobre o processo administrativo no Estado do Rio Grande do Sul. (SEI 3916-0100/20-3),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
266,alrs:disp-e-sobre-a-ouvidoria-legis,alrs,pl,1,2026,"Dispõe sobre a Ouvidoria Legislativa da Assembleia Legislativa do Estado do Rio Grande do Sul e altera a Resolução n.º 3.281, de 30 de outubro de 2025, que dispõe sobre o Regulamento Geral da Assembleia Legislativa do Estado do Rio Grande do Sul, nos termos do art. 267 da Resolução n.º 2.288, de 18 de janeiro de 1991 – Regimento Interno, e dá outras providências.",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
267,alrs:altera-a-lei-n-15-651-de-17-,alrs,pl,1,2026,"Altera a Lei nº 15.651, de 17 de junho de 2021, que dispõe sobre incentivos a projetos de reciclagem no âmbito do Programa de Incentivo à Inclusão e Promoção Social - Pró-Social/RS, instituído pela Lei nº 11.853, de 29 de novembro de 2002, e dá outras providências, a Lei nº 11.853, de 29 de novembro de 2002, que institui o Programa de Apoio à Inclusão e Promoção Social e dá outras providências e a",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
268,alrs:cria-o-comit-extraordin-rio-d,alrs,pl,1,2026,"Cria o Comitê Extraordinário de Acompanhamento e Reconstrução do Estado do Rio Grande do Sul, em consequência do estado de calamidade pública decorrente dos eventos climáticos ocorridos a partir de 24 de abril de 2024, e dá outras providências.",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
269,alrs:altera-a-lei-n-4-662-de-20-d,alrs,pl,1,2026,"Altera a Lei nº 4.662, de 20 de dezembro de 1963, que autoriza doação de um imóvel à Sociedade dos Surdos-Mudos do Rio Grande do Sul. (SEI 12932-01.00/23-0)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
270,alrs:disp-e-sobre-a-prescri-o-elet,alrs,pl,1,2026,"Dispõe sobre a prescrição eletrônica no âmbito do Estado do Rio Grande do Sul e dá outras providências.(SEI 
4974-0100/21-4)",4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
271,alrs:pl-172-2026-diretrizes-para-,alrs,pl,1,2026,Dispõe sobre as diretrizes para a elaboração da Lei Orçamentária para o exercício econômico-financeiro de 2027 e dá outras providências.,3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
272,alrs:altera-a-al-nea-b-do-inciso-i,alrs,pl,1,2026,"Altera a alínea b, do inciso II do art. 1º da Lei nº 15.766, de 20 de dezembro de 2021, que dispõe sobre a parcela do produto da arrecadação do Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e de Comunicação (ICMS pertencente aos municípios).",2,structural,"[{""group"": ""micro_pequenos_empreendedores"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.88}]",INVALID_TAXONOMY_GROUP:micro_pequenos_empreendedores | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
273,alrs:disp-e-sobre-o-programa-de-def,alrs,pl,1,2026,Dispõe sobre o Programa de Defesa e Amparo à Vítima.(SEI 17608-0100/23-2),4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|587|2023"", ""severity"": 4, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.94}]}"
274,alrs:altera-a-lei-n-8-109-de-19-d,alrs,pl,1,2026,"Altera a Lei nº 8.109, de 19 de dezembro de 1985, que dispõe sobre a Taxa de Serviços Diversos. (ePRO 109084/2023)",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
275,alrs:altera-a-lei-n-15-766-de-20,alrs,pl,1,2026,"Altera a Lei n.º 15.766, de 20 de dezembro de 2021, que dispõe sobre a parcela do produto da arrecadação do Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação – ICMS – pertencente aos municípios.",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
276,alrs:cria-o-fundo-estadual-de-prote,alrs,pl,1,2026,Cria o Fundo Estadual de Proteção e Bem-estar de Animais Domésticos. (Tramitação conjunta com o PL 212/2024),4,structural,"[{""group"": ""meio_ambiente_clima"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]",INVALID_TAXONOMY_GROUP:meio_ambiente_clima | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
277,alrs:institui-a-pol-tica-de-combate,alrs,pl,1,2026,Institui a Política de combate ao abigeato e aos crimes em áreas rurais.(SEI 7452-0100/20-8),3,structural,"[{""group"": ""agricultores_familiares"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.88}]",INVALID_TAXONOMY_GROUP:agricultores_familiares | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
278,alrs:altera-a-lei-n-15-535-de-21-,alrs,pl,1,2026,"Altera a Lei nº 15.535, de 21 de outubro de 2020, que autoriza o Poder Executivo a antecipar os repasses de recursos vinculados ao Programa Passe Livre Estudantil, de que trata a Lei nº 14.307, de 25 de setembro de 2013, que institui o Programa Passe Livre Estudantil e cria o Fundo Estadual do Passe Livre Estudantil, para as concessionárias do Sistema Estadual de Transporte Metropolitano Coletivo",3,structural,"[{""group"": ""educacao_estudantes"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:educacao_estudantes | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
279,alrs:altera-a-lei-n-10-600-de-26-,alrs,pl,1,2026,"Altera a Lei nº 10.600, de 26 de dezembro de 1995, que institui a Caixa de Administração da Dívida Pública Estadual S. A. – CADIP. (Prazo Fatal: 11/12/2024)",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
280,alrs:altera-a-lei-n-15-488-de-17-,alrs,pl,1,2026,"Altera a Lei nº 15.488, de 17 de julho  de 2020, que dispõe sobre as diretrizes para a elaboração da Lei Orçamentária para o exercício econômico-financeiro de 2021 e dá outras providências. (SEI 1206-0100/21-8)",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
281,alrs:altera-a-lei-n-11-169-de-08,alrs,pl,1,2026,"Altera a Lei n.º 11.169, de 08 de junho de 1998, que dispõe sobre a produção, circulação e comercialização da carne ovina, lã e seus derivados, cria o Fundo de Desenvolvimento da Ovinocultura do Estado - FUNDOVINOS, introduz modificações na Lei n.º 8.109, de 19 de dezembro de 1985, que dispõe sobre a Taxa de Serviços Diversos, e dá outras providências.(SEI 5825.0100/20-9)",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
282,alrs:altera-a-lei-n-8-115-de-30-d,alrs,pl,1,2026,"Altera a Lei nº 8.115, de 30 de dezembro de 1985, que Institui o Imposto sobre a Propriedade de Veículos Automotores. (SEI 14340-01.00/23-1)",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
283,alrs:altera-a-lei-n-8-820-de-27-d,alrs,pl,1,2026,"Altera a Lei nº 8.820, de 27 de janeiro de 1989, que institui o Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação e dá outras providências.",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
284,alrs:altera-a-lei-n-15-668-de-27-,alrs,pl,1,2026,"Altera a Lei nº 15.668, de 27 de julho de 2021, que dispõe sobre as diretrizes para a elaboração da Lei Orçamentária para o exercício econômico-financeiro de 2022 e dá outras providências.(SEI 3512-0100/22-6)",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
285,alrs:altera-a-lei-n-11-127-de-09-,alrs,pl,1,2026,"Altera a Lei nº 11.127, de 09 de fevereiro de 1998, que institui o Sistema Estadual de Transporte Metropolitano Coletivo de Passageiros - SETM, cria o Conselho Estadual de Transporte Metropolitano Coletivo de Passageiros - CETM e dá outras providências, e a Lei nº 8.109, de 19 de dezembro de 1985, que dispõe sobre a Taxa de Serviços Diversos.",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
286,alrs:cria-o-programa-de-regulariza-,alrs,pl,1,2026,"Cria o Programa de Regularização para mitigação dos efeitos da pandemia de Covid-19 sobre o setor de transporte intermunicipal de passageiros, autorizando o parcelamento da taxa prevista no Título IX da Tabela de Incidência do Anexo à Lei Estadual nº 8.109, de 19 de dezembro de 1985 e dá outras providências. (SEI 10246-01.00/21-4)",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
287,alrs:disp-e-sobre-a-parcela-do-prod,alrs,pl,1,2026,Dispõe sobre a parcela do produto da arrecadação do Imposto sobre Operações Relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação (ICMS) pertencente aos municípios. (SEI 9254-0100/21-0),3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
288,alrs:institui-o-aux-lio-emergencial,alrs,pl,1,2026,"Institui o auxílio emergencial de apoio à atividade econômica e de proteção social, bem como estabelece medidas excepcionais de enfrentamento às consequências econômicas e sociais decorrentes da pandemia de COVID-19. (SEI 3197-0100/21-3)",4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
289,alrs:altera-a-lei-8-109-de-19-de-d,alrs,pl,1,2026,"Altera a Lei 8.109, de 19 de dezembro de 1985, que dispõe sobre a Taxa de Serviços Diversos.",3,budgetary,"[{""group"": ""servidores_publicos"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.92}]",INVALID_TAXONOMY_GROUP:servidores_publicos | MALFORMED_PROPOSITION_IDENTITY:number=1/year=2026_placeholder | HEURISTIC_TEMPLATE_RATIONALE | NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
290,alrs:pl-371-2023,alrs,pl,371,2023,Cria o Programa Estadual de Proteção e Apoio à Mulher Vítima de Violência Doméstica,4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.98}]",WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|371|2023"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
291,alrs:pl-98-2024,alrs,pl,98,2024,Altera a Lei nº 15.988/2023 de proteção às mulheres vítimas de violência,4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.98}]",NO_JUDGMENT_ERROR_DETECTED,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|98|2024"", ""severity"": 4, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.96}]}"
292,alrs:pl-554-2023,alrs,pl,554,2023,Altera a Lei nº 15.988/2023 ampliando assistência jurídica e psicológica gratuita às mulheres vítimas,4,structural,"[{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.98}]",WRONG_SEVERITY:4->3,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|554|2023"", ""severity"": 3, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""mulheres"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.9}]}"
293,alrs:pl-424-2024,alrs,pl,424,2024,Criação da Patrulha Estadual de Prevenção à Violência Doméstica contra Crianças e Adolescentes,4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.98}]",NO_JUDGMENT_ERROR_DETECTED,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|424|2024"", ""severity"": 4, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.98}]}"
294,alrs:pl-10-2022,alrs,pl,10,2022,Política Estadual de Proteção Social às Crianças e aos Adolescentes em situação de orfandade,4,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.98}]",NO_JUDGMENT_ERROR_DETECTED,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|10|2022"", ""severity"": 4, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.99}]}"
295,alrs:pl-100-2025,alrs,pl,100,2025,Política Estadual de Proteção dos Direitos da Pessoa com Fibromialgia (Lei Daniel Lenz),3,structural,"[{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",WRONG_SEVERITY:3->2,KEEP_CORRECTED,"{""canonical_key"": ""alrs|pl|100|2025"", ""severity"": 2, ""structural_type"": ""structural"", ""assessments"": [{""group"": ""pessoas_com_deficiencia"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.98}]}"
296,alrs:pl-238-2026,alrs,pl,238,2026,Programa Estadual de Apoio ao Transporte Escolar Rural (PEATE/RS),3,structural,"[{""group"": ""criancas_adolescentes_vulnerabilidade"", ""impact_direction"": ""positive"", ""defending_vote"": ""sim"", ""confidence"": 0.95}]",NO_MATCH_TO_CURRENT_APPROVED_IMPACT_MATRIX,WITHHOLD_PENDING_EDITORIAL_REVIEW,
